Name,Sex,Event,Equipment,Age,AgeClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Glossbrenner,IPFPoints,Tested,Country,Federation,Date,MeetCountry,MeetState,MeetName
Ian Bailey,M,D,Raw,18.0,18-19,Open,67.36,67.5,,,,,,,,,,,142.5,-170.0,-170.0,,142.5,142.5,3,110.05,116.66,106.76,353.59,Yes,,RAW,2018-05-19,USA,,American Challenge
Joel Sanchez,M,SBD,Raw,19.5,20-23,MR-C,84.6,93,165.0,177.5,-185.0,,177.5,107.5,115.0,117.5,,117.5,210.0,-222.5,222.5,,222.5,517.5,1,341.61,351.86,329.63,496.13,Yes,,USAPL,2018-11-03,USA,TX,Rio Grande Valley Fall Classic
Michael Previdsa,M,SBD,Raw,22.5,20-23,Juniors,82.45,83,230.0,242.5,-247.5,,242.5,142.5,-150.0,-150.0,,142.5,267.5,280.0,-290.0,,280.0,665.0,5,445.65,445.65,430.24,673.34,Yes,Canada,IPF,2015-06-05,Finland,,World Classic Powerlifting Championships
Kendra Trevino,F,SBD,Single-ply,,,Girls,48.44,51.9,,,,,102.06,,,,,54.43,,,,,117.93,274.42,2,361.01,361.01,321.14,451.99,Yes,,THSWPA,2016-01-28,USA,TX,Sharyland Powerlifting Meet
Bernard Vincent,M,SBD,Single-ply,32.5,24-34,Open,59.1,60,,,,,217.5,,,,,120.0,,,,,240.0,577.5,3,499.43,499.43,486.98,611.85,Yes,France,EPF,1990-05-06,Finland,,Men's European Powerlifting Championships
Jamie Connolly,M,B,Single-ply,33.5,24-34,Open,153.0,120+,,,,,,-237.5,245.0,-255.0,,245.0,,,,,,245.0,1,135.18,135.18,127.64,519.51,Yes,,PA,2017-02-11,Australia,NSW,Viking Night Raid
Delila Silva,F,SBD,Single-ply,,,Girls,88.09,90,,,,,147.42,,,,,86.18,,,,,127.01,360.61,2,314.46,314.46,273.87,446.85,Yes,,THSWPA,2014-01-11,USA,TX,GREYHOUND INVITATIONAL-GIRLS
Sonni Ghering,F,SBD,Single-ply,,,Girls,50.98,51.9,,,,,127.01,,,,,61.23,,,,,113.4,301.64,1,381.81,381.81,338.72,476.07,Yes,,THSWPA,2017-02-24,USA,TX,Region 6 Division 1 Regional Championship
Hunter Work,M,SBD,Single-ply,17.0,16-17,Boys,60.69,67.1,,,,,176.9,,,,,113.4,,,,,172.37,462.66,5,390.52,421.76,380.31,494.4,Yes,,THSPA,2012-02-18,USA,TX,West High School Powerlifting
Vladimir Petrykin,M,B,Raw,36.0,35-39,Amateur Open,99.6,100,,,,,,190.0,-200.0,-200.0,,190.0,,,,,,190.0,1,115.82,115.82,111.32,684.7,Yes,,WRPF,2018-04-21,Russia,,Saratov Championships
Truls Nygaard,M,SBD,Single-ply,,,Masters 40-49,119.6,125,-210.0,210.0,220.0,,220.0,170.0,-175.0,-175.0,,170.0,215.0,-225.0,225.0,,225.0,615.0,1,353.85,353.85,337.75,428.67,Yes,Norway,NSF,1998-06-06,Norway,,KM Oslo-Akershus
Heikki Hytönen,M,SBD,Single-ply,,,Over 40,125.0,125,,,,,200.0,,,,,135.0,,,,,210.0,545.0,3,310.57,310.57,295.82,377.98,Yes,,SVNL,1993-04-24,Finland,,Veteraanien M40 voimanoston SM-kisat
Aulis Aalto,M,B,Single-ply,39.5,35-39,Over 40,108.15,110,,,,,,,,,,210.0,,,,,,210.0,1,124.24,124.24,119.09,545.78,Yes,Finland,SVNL,2002-02-09,Finland,,Penkkipunnerruksen veteraanien SM-kisat
Karen Thomson,F,SBD,Single-ply,43.5,40-44,Masters 1,54.72,56,-110.0,117.5,-122.5,,117.5,82.5,-87.5,90.0,-92.5,90.0,120.0,-130.0,-130.0,,120.0,327.5,1,392.38,404.55,347.26,492.97,Yes,New Zealand,OceaniaPF,2006-12-09,Australia,QLD,Oceania Powerlifting & Bench Press Championships
Joey Smith,M,SBD,Wraps,,40-44,Pro Masters 40-44,142.43,140+,,,,,326.59,,,,,192.78,,,,,274.42,793.79,1,442.45,442.45,418.86,595.04,,USA,IPA,2018-02-24,USA,TN,TN State Championships Powerlifting Showdown
Gord Langfield,M,SBD,Single-ply,,,Masters 1,89.2,90,,,,,227.5,,,,,162.5,,,,,237.5,627.5,1,402.43,402.43,387.89,506.89,Yes,,CPU,2009-02-15,Canada,BC,BCPA Winter Open
Scott Aron,M,B,Raw,55.0,55-59,Pro Masters 55-59,70.94,75,,,,,,,,,,120.2,,,,,,120.2,1,89.17,109.23,86.37,549.62,,,RPS,2014-12-06,USA,PA,10th Annual Christmas Carnage
Melanie Antonino,F,SBD,Wraps,,,Amateur Submasters 33-39,93.98,100,,,,,77.5,,,,,45.0,,,,,115.0,237.49,2,201.79,201.79,174.62,352.87,Yes,,RPS,2017-08-12,USA,KY,Braggin Rights
Antwan Coleman,M,SBD,Single-ply,,,Boys,66.32,67.1,,,,,195.04,,,,,117.93,,,,,185.97,498.95,1,390.22,390.22,378.72,496.41,Yes,,THSPA,2012-01-14,USA,TX,TIMBER CREEK HIGH SCHOOL INVITATIONAL
Adam Jansson,M,SBD,Raw,,,Sub-Juniors,80.2,83,,,,,222.5,,,,,150.5,,,,,230.0,603.0,1,411.02,411.02,397.03,614.38,Yes,,CPU,2017-09-16,Canada,ON,Ontario Sub-Junior/Junior Provincial Championship
Kari Heimonen,M,SBD,Single-ply,50.5,50-54,Over 50,90.2,93,185.0,-200.0,-205.0,,185.0,100.0,110.0,-120.0,,110.0,100.0,,,,100.0,395.0,3,251.88,284.63,242.72,338.32,Yes,,SVNL,2013-02-23,Finland,,Veteraanien voimanoston SM-kisat
Jerilena Davison,F,SBD,Single-ply,,,Girls,104.14,100+,,,,,108.86,,,,,56.7,,,,,133.81,299.37,8,246.51,246.51,210.65,371.7,Yes,,THSWPA,2014-03-01,USA,TX,Girls Region 3 Division 1
Anatoliy Muchichka,M,SBD,Single-ply,17.5,18-19,Sub-Juniors,59.4,60,182.5,190.0,-195.0,,190.0,110.0,-117.5,117.5,,117.5,190.0,200.0,-205.0,,200.0,507.5,1,436.84,463.05,425.85,544.06,Yes,,UkrainePF,2005-04-14,Ukraine,,Ukrainian Sub-Junior Powerlifting Championships
Robert Foster,M,SBD,Wraps,26.0,24-34,Open,123.2,125,,,,,245.0,,,,,162.5,,,,,227.5,635.0,1,362.94,362.94,345.95,497.51,,,USPA,2015-03-21,USA,VA,Virginia Open Powerllifting Meet
Tom Miller #1,M,SBD,Single-ply,58.0,55-59,Masters 50-59,67.5,67.5,,,,,189.94,,,,,94.91,,,,,204.91,489.77,1,377.62,487.51,366.29,482.79,,USA,USPF,1999-10-02,USA,CA,California State Powerlifting Championships
Damon Harp,M,SBD,Single-ply,,,Boys,88.04,89.8,,,,,147.42,,,,,90.72,,,,,151.95,390.09,7,251.9,251.9,242.86,339.27,Yes,,THSPA,2017-01-21,USA,TX,Taylor Top flight Invitational
Hisako Yoshida,F,B,Single-ply,42.5,40-44,Open,48.0,48,,,,,,,,,,85.0,,,,,,85.0,2,112.58,114.83,100.2,585.63,Yes,Japan,JPA,1994-02-20,Japan,,Japanese Bench Press Championships
Sergey Chakhlov,M,B,Single-ply,20.5,20-23,Open,109.6,110,,,,,,,,,,200.0,,,,,,200.0,9,117.83,120.19,112.89,523.24,Yes,,FPR,1999-06-12,Russia,,Russian Bench Press Championships
Cole Buschman,M,BD,Raw,,24-34,p+f,82.19,82.5,,,,,,,,,,122.5,,,,,222.5,345.0,1,231.64,231.64,223.64,,Yes,,NASA,2015-06-27,USA,,Open Nationals
D'marchus Davis,M,SBD,Single-ply,,,Boys,79.06,82.1,,,,,133.81,,,,,,,,,,181.44,,DQ,,,,,Yes,,THSPA,2010-02-25,USA,TX,Roosevelt Invitational
Larry Krushall,M,SBD,Single-ply,,,Boys,109.04,109.7,,,,,254.01,,,,,163.29,,,,,217.72,635.03,1,374.73,374.73,359.09,461.09,Yes,,THSPA,2017-02-09,USA,TX,Needville 2-9
Madison Smith,F,SBD,Single-ply,,,Girls,65.41,67.3,,,,,72.57,,,,,49.9,,,,,104.33,226.8,9,236.83,236.83,209.02,350.79,Yes,,THSWPA,2018-02-10,USA,TX,Santo Powerlifting
Jake Davis,M,SBD,Single-ply,,,Boys,63.5,67.1,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,THSPA,2010-02-13,USA,TX,2nd Annual Cotulla Invitational
Keisuke Takahashi,M,B,Single-ply,39.5,35-39,Masters 1,65.79,66,,,,,,220.0,-228.5,-228.5,,220.0,,,,,,220.0,1,173.2,173.2,168.14,786.41,Yes,Japan,IPF,2013-04-18,Czechia,,World Masters Bench Press Championships
Nanna Wanjera Christensen,F,SBD,Raw,,,Open,65.9,72,115.0,-120.0,-120.0,,115.0,75.0,-80.0,-80.0,,75.0,130.0,140.0,-142.5,,140.0,330.0,1,342.71,342.71,302.44,558.71,Yes,,NSF,2015-02-14,Norway,,RM Vest
Ville Antikainen,M,SBD,Wraps,23.0,20-23,J,102.7,110,215.0,230.0,240.0,,240.0,125.0,140.0,-150.0,,140.0,270.0,-290.0,-290.0,,270.0,650.0,3,391.53,391.53,375.98,569.23,,Finland,WPC,2011-11-14,Latvia,,World Championships
Santosh B. Burte,M,SBD,Single-ply,21.5,20-23,Juniors,59.9,60,190.0,-200.0,-200.0,,190.0,115.0,120.0,-122.5,,120.0,220.0,-230.0,230.0,,230.0,540.0,3,461.25,465.87,449.47,571.0,Yes,India,IPF,1996-08-07,Finland,,World Juniors Powerlifting Championships
Marcel McDowell,M,SBD,Single-ply,,,Boys,116.35,124.7,,,,,233.6,,,,,120.2,,,,,181.44,535.24,2,310.05,310.05,296.31,384.79,Yes,,THSPA,2010-01-30,USA,TX,Kennedale Iron Kat Invitational
Jennifer Gross,F,SBD,Raw,44.0,40-44,Open,66.5,67.5,,,,,105.0,,,,,65.0,,,,,137.5,307.5,1,317.24,330.88,279.92,517.7,,,USPA,2018-09-29,USA,WV,6th Annual Bar Fight
Alex Khatcha Dourian,M,B,Raw,,,Open,96.0,105,,,,,,125.0,-135.0,-135.0,,125.0,,,,,,125.0,2,77.39,77.39,74.46,461.11,Yes,,PA,2011-08-14,Australia,QLD,Acacia Park Winter Novice Powerlifting and Bench Press Competition
Mercedez Gonzalez,F,SBD,Single-ply,,,Girls,51.53,51.9,,,,,95.25,,,,,56.7,,,,,102.06,254.01,1,318.88,318.88,282.76,415.08,Yes,,THSWPA,2016-01-21,USA,TX,Needville High School 1-21
Stanislav Tůma,M,B,Raw,41.0,40-44,M1,98.0,100,,,,,,160.0,170.0,180.0,,180.0,,,,,,180.0,2,110.46,111.56,106.22,655.32,,Czechia,GPC,2018-05-26,France,,European Championships
Ed Regua,M,SBD,Raw,67.0,65-69,Classic Law/Fire/Military,82.15,82.5,127.5,135.0,140.0,,140.0,82.5,90.0,95.0,,95.0,165.0,172.5,177.5,,177.5,412.5,1,277.04,427.48,267.48,386.52,Yes,,RAW,2018-12-15,USA,AZ,Winter Nationals
Roger Arenas,M,SBD,Single-ply,,,Boys,136.53,124.7+,,,,,208.65,,,,,88.45,,,,,163.29,460.4,6,258.27,258.27,244.96,314.69,Yes,,THSPA,2018-01-20,USA,TX,Donna North Invitational
Blake Taylor,M,SBD,Single-ply,,,Juniors,91.8,93,,,,,262.5,,,,,125.0,,,,,227.5,615.0,1,388.76,388.76,374.47,490.13,Yes,,CPU,2019-01-19,Canada,BC,UBC New Year's Open
Marcin Dulko,M,B,Raw,24.0,24-34,Amateur Open,74.4,75,,,,,,170.0,175.0,,,175.0,,,,,,175.0,1,125.4,125.4,121.32,771.73,Yes,Poland,WPA,2017-11-30,Poland,,World Championships
Alice Gregg,F,SBD,Raw,65.0,65-69,F_MR_6_AAPF,71.9,75,47.5,50.0,-52.5,,50.0,37.5,-40.0,-40.0,,37.5,70.0,75.0,80.0,85.0,80.0,167.5,1,163.64,242.18,144.15,270.47,Yes,,APF,2018-04-21,USA,MI,Amateur Nationals
Ian Gardocki,M,B,Raw,21.5,20-23,MR-Jr,81.1,82.5,,,,,,,,,,117.5,,,,,,117.5,4,79.54,80.33,76.81,485.67,Yes,,USAPL,2014-11-22,USA,PA,Stars and Stripes SQ BP and DL Championships
William-Peter Bjelland,M,SBD,Raw,,,Juniors 19-23,82.75,83,185.0,190.0,192.5,,192.5,132.5,-135.0,135.0,,135.0,217.5,220.0,-225.0,,220.0,547.5,1,366.11,366.11,353.43,538.02,Yes,,NSF,2016-06-25,Norway,,RM Utstyrsfritt Region Midt
Ty Pelletier,M,SBD,Single-ply,,,Boys,80.74,82.1,,,,,92.99,,,,,,,,,,106.59,,DQ,,,,,Yes,,THSPA,2014-01-16,USA,TX,Buna
Daniel Sánchez,M,SBD,Single-ply,,,Boys,97.98,99.7,,,,,122.47,,,,,68.04,,,,,149.69,340.19,9,208.78,208.78,200.77,286.64,Yes,Argentina,THSPA,2014-02-08,USA,TX,Malakoff Invitational
Vanessa Villanueva,F,SBD,Single-ply,17.5,18-19,Girls,71.4,75,,,,,113.4,,,,,45.36,,,,,117.93,276.69,5,271.58,287.87,239.27,392.88,Yes,,THSWPA,2014-02-01,USA,TX,Blooming Grove Invitational
James Jones,M,SBD,Raw,55.5,55-59,MR-M2,112.64,120,120.0,132.5,140.0,,140.0,-137.5,137.5,150.0,,150.0,200.0,215.0,227.5,,227.5,517.5,2,302.42,370.46,289.42,411.44,Yes,,USAPL,2019-02-09,USA,GA,Georgia State Championships
Cory Langford,M,SBD,Single-ply,,,Open,96.9,100,-275.0,280.0,292.5,,292.5,170.0,180.0,187.5,,187.5,-277.5,277.5,-290.0,,277.5,757.5,7,467.08,467.08,449.3,573.52,,,USPF,1985-03-23,USA,NY,Collegiate Nationals
三重野 武彦,M,SBD,Raw,36.0,35-39,Open,58.8,59,105.0,115.0,120.0,,120.0,-80.0,80.0,87.5,,87.5,130.0,140.0,145.0,,145.0,352.5,13,306.29,306.29,298.73,420.51,Yes,,JPA,2013-09-13,Japan,,Japanese Classic Powerlifting Championships
橋爪 外史,M,SBD,Raw,53.5,50-54,Masters 2,58.65,59,130.0,135.0,-138.0,,135.0,100.0,105.0,-108.0,,105.0,170.0,180.0,-190.0,,180.0,420.0,3,365.81,433.12,356.83,518.49,Yes,,JPA,2015-09-12,Japan,,Japanese Classic Masters Powerlifting Championships
Jerry Beaver,M,BD,Raw,,,open,100.97,110,,,,,,,,,,137.5,,,,,237.5,375.0,1,227.35,227.35,218.44,,Yes,,NASA,2015-09-26,USA,NM,New Mexico Regional
Bryan Rodriguez Gomez,M,SBD,Raw,22.5,20-23,MR-Jr,74.0,74,185.0,195.0,202.5,,202.5,140.0,-147.5,152.5,,152.5,207.5,217.5,227.5,,227.5,582.5,1,419.0,419.0,405.43,625.84,Yes,,USAPL,2019-04-06,USA,TX,Iron Triathlon
Banu Askeroglu,F,SBD,Raw,,,Open,71.23,72,130.0,137.5,-142.5,,137.5,62.5,67.5,70.0,,70.0,127.5,135.0,140.0,,140.0,347.5,2,341.63,341.63,301.01,568.95,Yes,Netherlands,NPB,2018-09-22,Netherlands,GE,SBD Cup
Hannah Saegert,F,SBD,Single-ply,,,Girls,50.8,51.9,,,,,115.67,,,,,45.36,,,,,115.67,276.69,3,351.18,351.18,311.59,445.73,Yes,,THSWPA,2019-02-16,USA,TX,Beeville Powerlifting Meet
Luke Montavon,M,SBD,Raw,22.5,20-23,MR-C,82.6,83,187.5,192.5,200.0,,200.0,127.5,132.5,-137.5,,132.5,205.0,220.0,225.0,,225.0,557.5,1,373.2,373.2,360.28,550.09,Yes,,USAPL,2017-11-05,USA,OH,No Frills Midwest Collegiate Cup
Rodrigo Flores,M,SBD,Wraps,,,Amateur Open,84.4,90,,,,,225.0,,,,,115.0,,,,,275.0,614.99,2,406.52,406.52,392.27,606.54,Yes,,RPS,2018-06-16,USA,TX,Austin Simply Fit Open
Flor Moncoda,F,SBD,Single-ply,,,Girls,81.51,82.3,,,,,97.52,,,,,45.36,,,,,102.06,244.94,8,221.85,221.85,194.34,346.13,Yes,,THSWPA,2019-01-31,USA,TX,Hico Invitational
Robert Mejia,M,SBD,Raw,17.0,16-17,Juniors 16-17,99.2,100,,,,,235.0,,,,,142.5,,,,,302.5,680.0,1,415.18,448.4,399.12,612.34,,,USPA,2018-12-08,USA,TX,Bend the Bar
Yaroslav Veligan,M,SBD,Single-ply,19.5,20-23,Open,80.95,82.5,230.0,-245.0,-245.0,,230.0,150.0,157.5,-162.5,,157.5,230.0,240.0,250.0,,250.0,637.5,13,432.02,444.98,417.24,543.4,Yes,Ukraine,UkrainePF,2003-12-18,Ukraine,,Ukrainian Powerlifting Cup
Brad Walchuk,M,SBD,Wraps,39.0,35-39,MO,74.15,75,160.0,165.0,-175.0,,165.0,112.5,117.5,-120.0,,117.5,187.5,195.0,200.0,,200.0,482.5,1,346.57,346.57,335.33,503.06,,,GPC-CAN,2015-05-09,Canada,,Canadian Nationals
Jiří Gajdošík,M,SBD,Single-ply,33.5,24-34,Open,65.1,67.5,,,,,165.0,,,,,115.0,,,,,185.0,465.0,3,369.29,369.29,358.64,472.94,Yes,,CSST,1996-04-13,Czechia,,Mistrovstvi České Republiky Mužů
Catherine McCall,F,SBD,Raw,46.5,45-49,FR-O,84.3,84+,125.0,130.0,137.5,,137.5,82.5,-85.0,85.0,,85.0,167.5,-172.5,-172.5,,167.5,390.0,1,347.16,370.77,303.43,595.22,Yes,,USAPL,2017-07-15,USA,PA,DC Barbell Club PRO Invitational
Scott Howell,M,SBD,Single-ply,,,Grade 11-12,100.0,100,,,,,182.5,,,,,137.5,,,,,207.5,527.5,3,321.03,321.03,308.53,409.54,Yes,,ADFPA,1989-05-13,USA,MS,National High School
Codi Birch-Harris,M,SBD,Single-ply,,,Boys,133.45,124.7+,,,,,181.44,,,,,99.79,,,,,181.44,462.66,4,260.5,260.5,247.34,319.16,Yes,,THSPA,2014-01-18,USA,TX,BOSQUEVILLE BULLDOG INVITATIONAL
Shaun Swiger,M,D,Single-ply,25.0,24-34,Open,98.79,100,,,,,,,,,,,,,,,282.5,282.5,1,172.78,172.78,166.11,587.89,,,USPA,2015-02-28,USA,PA,Western Pennsylvania Novice & National Qualifier
渡辺 英輝,M,B,Raw,29.0,24-34,Open,64.8,66,,,,,,115.0,117.5,-120.0,,117.5,,,,,,117.5,12,93.68,93.68,90.99,578.92,Yes,,JPA,2011-02-27,Japan,,Japanese Classic Bench Press & Firefighter/Police/SDF Bench Press Championships
Mark Galvin,M,SBD,Wraps,32.0,24-34,Light,88.45,90,,,,,160.0,,,,,102.5,,,,,182.5,445.0,1,286.65,286.65,276.34,401.84,,,SPF,2012-11-03,USA,,Men's Fall Open 4-in-1
Bjørn Andreas Holmsen,M,SBD,Single-ply,41.5,40-44,Open,67.2,67.5,,,,,210.0,,,,,75.0,,,,,245.0,530.0,6,410.1,414.2,397.85,518.66,Yes,Norway,EPF,1985-05-12,Netherlands,,Men's European Powerlifting Championships
Louie Levesque,M,SBD,Single-ply,,40-44,Masters 40-44,82.5,82.5,,,,,199.58,,,,,102.06,,,,,176.9,478.54,1,320.58,320.58,309.49,418.17,,,APA,1994-05-21,USA,MD,Temple Hills Open Powerlifting Championships
Julian Rico,M,SBD,Single-ply,,,Boys,66.13,67.1,,,,,222.26,,,,,149.69,,,,,210.92,582.87,2,456.93,456.93,443.51,570.03,Yes,,THSPA,2019-03-09,USA,TX,Region 5 Division 1 Championships
Andriy Gimbarov,M,B,Multi-ply,50.5,50-54,Pro Open,108.1,110,,,,,,150.0,190.0,-200.0,,190.0,,,,,,190.0,3,112.43,127.04,107.77,507.99,,Ukraine,WPAU,2017-05-18,Ukraine,,Open European Championships
Jussi Kananen,M,B,Raw,32.0,24-34,MSM-R,155.0,140+,,,,,,185.0,195.0,205.0,,205.0,,,,,,205.0,1,112.9,112.9,106.45,578.88,,Finland,FPO,2018-09-08,Finland,,Bench Press and Deadlift Nationals
Trent Hughes,M,SBD,Single-ply,,,Boys,115.21,124.7,,,,,244.94,,,,,136.08,,,,,219.99,601.01,2,349.05,349.05,333.73,427.64,Yes,,THSPA,2010-02-20,USA,TX,Gatesville Invitational
Ásmundur Rafnar Ólafsson,M,SBD,Single-ply,23.5,24-34,Open,102.6,105,-240.0,-245.0,245.0,,245.0,160.0,170.0,175.0,,175.0,232.5,242.5,-250.0,,242.5,662.5,2,399.21,399.21,383.36,493.65,Yes,,KRAFT,2013-03-23,Iceland,,Íslandsmeistaramót í kraftlyftingum
Tharron Pearl,M,SBD,Single-ply,,,Boys,74.84,74.8,,,,,142.88,,,,,79.38,,,,,140.61,362.87,10,258.95,258.95,250.5,350.93,Yes,,THSPA,2016-02-04,USA,TX,Darrell Piske Memorial
Joe Schmidt,M,SBD,Single-ply,,,Open,56.0,56,-165.0,-165.0,-165.0,,,,,,,,,,,,,,DQ,,,,,,USA,USPF,1989-07-14,USA,NV,Senior Nationals
Alysiah Mahanga,F,SBD,Raw,,,Open,84.0,84,,,,,60.0,,,,,47.5,,,,,125.0,232.5,5,207.33,207.33,181.26,357.95,Yes,,NZPF,2018-02-03,New Zealand,BOP,WBOP Icebreaker
Quinton Pearson,M,SBD,Single-ply,,,Boys,109.68,109.7,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,THSPA,2019-02-07,USA,TX,BRIDGEPORT LEAGUE MEET
Richárd Németh,M,B,Raw,24.0,24-34,Open,103.7,110,,,,,,180.0,-185.0,185.0,,185.0,,,,,,185.0,7,111.04,111.04,106.6,650.28,,Hungary,WUAP,2018-10-15,Slovakia,,World Championships
Carlos Daniel Llosa,M,SBD,Raw,26.0,24-34,Open,89.22,90,,,,,290.5,,,,,162.5,,,,,267.5,720.5,4,462.02,462.02,445.32,699.13,,,IPL,2014-11-05,USA,NV,World Powerlifting Benchpress and Deadlift Championships
K. Cyprowski,M,D,Single-ply,,,Open,67.5,67.5,,,,,,,,,,,,,,,213.19,213.19,4,164.37,164.37,159.44,532.24,,,USPF,1989-09-09,USA,PA,D'Amico Benchpress-Deadlift
Julius Walton,M,SBD,Raw,32.0,24-34,Open,124.0,125,,,,,265.0,,,,,155.0,,,,,295.0,715.0,1,408.11,408.11,388.88,568.78,,,USPA,2017-03-04,USA,VA,3rd Annual Virginia Open
Jordan Robbins,M,SBD,Raw,18.5,18-19,MR-Jr,65.6,66,172.5,180.0,187.5,,187.5,-112.5,-112.5,-112.5,,,175.0,-182.5,-182.5,,175.0,,DQ,,,,,Yes,,USAPL,2017-08-26,USA,TX,Texas Raw Championships
Tom Leckloksavang,M,SBD,Wraps,25.0,24-34,O,64.3,67.5,100.0,110.0,-120.0,,110.0,70.0,75.0,77.5,,77.5,140.0,150.0,160.0,,160.0,347.5,1,278.86,278.86,270.94,381.58,,France,GPC,2018-05-26,France,,European Championships
Per Persson,M,SBD,Raw,51.5,50-54,Masters 2,144.7,120+,,,,,235.0,,,,,185.0,,,,,220.0,640.0,1,355.92,408.24,336.72,459.46,Yes,Sweden,SSF,2017-04-25,Sweden,,u/j/v-SM klassisk styrkelyft
Maxon Shethar,M,SBD,Raw,15.5,16-17,MR-T1,116.8,120,200.0,220.0,230.0,,230.0,120.0,135.0,145.0,,145.0,215.0,235.0,255.0,,255.0,630.0,1,364.59,411.98,348.37,508.33,Yes,,USAPL,2018-02-17,USA,WA,Washington State Championship
Juergen Lapham,M,SBD,Single-ply,,,Boys,71.58,74.8,,,,,133.81,,,,,70.31,,,,,154.22,358.34,7,264.06,264.06,255.71,356.97,Yes,,THSPA,2016-01-09,USA,TX,Wildcat Invitational
Dominik Minárik,M,D,Raw,19.0,18-19,T3,80.3,82.5,,,,,,,,,,,200.0,220.0,235.0,-245.5,235.0,235.0,1,160.06,166.46,154.6,571.51,,Slovakia,GPC,2018-09-16,Hungary,,World Championships
Joe Cantu,M,SBD,Single-ply,,,Boys,105.23,109.7,,,,,210.92,,,,,99.79,,,,,210.92,521.63,3,311.46,311.46,298.85,395.22,Yes,,THSPA,2011-01-22,USA,TX,Poteet Powerlifting Meet
Jallel Fabro,M,B,Single-ply,,,Juniors 20-25,60.0,60,,,,,,,,,190.0,187.5,,,,,,187.5,1,159.91,159.91,155.82,752.5,Yes,,WABDL,2018-11-13,USA,NV,World Bench Press and Deadlift Championships
Marco Klewe,M,B,Single-ply,40.5,40-44,Masters 1,119.35,120,,,,,,225.0,-232.5,-235.0,,225.0,,,,,,225.0,1,129.52,129.52,123.64,546.14,Yes,Germany,BVDK,2012-03-24,Germany,BB,LM BB Bankdruecken
Nitaya Intanon,F,SBD,Raw,,,Masters 40-49,48.8,52,60.0,-65.0,70.0,,70.0,40.0,45.0,-50.0,,45.0,60.0,65.0,70.0,,70.0,185.0,1,242.04,242.04,215.21,344.92,Yes,,NSF,2018-01-27,Norway,,Åpent stevne
Zdenko Navijalić,M,SBD,Raw,32.5,24-34,Open,93.0,93,-170.0,175.0,180.0,,180.0,120.0,-130.0,130.0,,130.0,190.0,205.0,210.0,,210.0,520.0,2,326.66,326.66,314.55,467.75,Yes,Croatia,HPLS,2013-08-10,Croatia,,III. Virovitica Open
Brenden Brown,M,SBD,Single-ply,18.5,18-19,M-T3,85.9,90,,,,,272.5,,,,,175.0,,,,,247.5,695.0,1,454.84,473.04,438.75,567.15,Yes,,USAPL,2014-10-25,USA,GA,GA & Southern States BP & PL Championships
Isaac Salinas #1,M,SBD,Single-ply,,,Varsity,118.3,124.7,,,,,276.69,,,,,172.37,,,,,235.87,684.92,3,395.11,395.11,377.33,473.95,Yes,,THSPA,2015-02-20,USA,TX,Asa Chambless Powerlifting Classic
Vince Byrne,M,SBD,Single-ply,,,Open,89.8,90,,,,,237.5,,,,,182.5,,,,,257.5,677.5,4,433.0,433.0,417.29,540.68,Yes,,CPU,2010-01-23,Canada,ON,Ontario Provincial Championship
Dylan Mcdermott,M,SBD,Raw,19.5,20-23,MR-Jr,70.2,74,147.5,157.5,162.5,,162.5,115.0,120.0,-122.5,,120.0,185.0,192.5,-205.0,,192.5,475.0,3,355.19,365.84,344.13,515.18,Yes,,USAPL,2018-08-18,USA,NC,Southeast Regional
Nathan Gorham,M,SBD,Raw,41.5,40-44,MR-O,111.2,120,250.0,262.5,277.5,,277.5,175.0,-185.0,-195.0,,175.0,265.0,277.5,-317.5,,277.5,730.0,1,428.2,432.48,410.01,619.76,Yes,,USAPL,2019-04-06,USA,MD,Maryland State Championships
Cory O'Connor,M,SBD,Raw,25.0,24-34,Open,99.2,100,,,,,200.0,,,,,160.0,,,,,275.0,635.0,1,387.71,387.71,372.71,566.21,,,USPA,2016-05-21,USA,TX,Clash of the Barbarians
Angela Leyra,F,SBD,Wraps,35.0,35-39,Submasters 33-39,65.68,67.5,-102.06,102.06,115.67,,115.67,43.09,-52.16,-52.16,,43.09,120.2,129.27,136.08,,136.08,294.84,1,306.95,306.95,270.89,498.56,,,APA,2016-11-19,USA,WA,Evergreen State Open Championships
Byanka Arreola,F,SBD,Single-ply,,,Girls,54.48,56,,,,,138.35,,,,,61.23,,,,,149.69,349.27,1,419.91,419.91,371.66,519.89,Yes,,THSWPA,2015-01-30,USA,TX,WEHS GIRLS INVITATIONAL MEET
Pål Guddal,M,B,Single-ply,44.5,40-44,Open,119.0,120,,,,,,290.0,-300.0,-300.0,,290.0,,,,,,290.0,2,167.06,174.24,159.49,662.7,Yes,Norway,NSF,2016-03-12,Norway,,NM Benkpress
